producerId,producerName
70,湖北老中醫复方紫参颗粒
71,葫芦娃独一味软胶囊
72,心脑欣片
73,旭东海普依托泊苷注射液
74,成都长青过氧化氢溶液
75,华润双鹤药业小儿复方氨基酸
76,福建南少林苦参碱氯化钠注射
77,迪奥药业聚维酮碘乳膏
78,广西梧州注射用血栓通
79,梁湖槐角丸
80,广东邦民地塞米松磷酸钠注射
81,悦康药业注射用头孢美唑钠
82,华润双鹤药业对氨基水杨酸钙
83,明水药业头孢氨苄胶囊
84,陕中轻身消胖丸
85,华润三九小儿止泻片
86,成都锦华四环素片
87,马应龙药业鸦胆子油口服乳液
88,老专家骨刺丸
89,北京双吉鱼石脂软膏
90,山西云鹏土霉素片
91,河南润弘乳宁胶囊
92,常州盛辉伤湿解痛膏
93,扁鹊制药安胎丸
94,白云山天心三磷酸腺苷二钠注
95,南宁冠峰三黄片
96,辰景
97,东新药业百咳静糖浆
98,长春普华环磷腺苷葡胺注射液
99,洛正筋骨痛消丸
100,药友制药三尖杉酯碱注射液
101,天普洛安
102,吉林敖东力源肾复康片
103,振东泰盛紫杉醇注射液
104,明瑞制药复方乌鳢口服液
105,惠州中药千柏鼻炎片
106,华龙注射用转移因子
107,天津金耀樟脑磺酸钠注射液
108,志鹰药业苦参碱氯化钠注射液
109,通大保胎无忧片
110,三叶美好制药头孢羟氨苄颗粒
111,五洲通药业硝酸咪康唑乳膏
112,五洲通药业丁酸氢化可的松乳
113,山东华信制药维生素K1注射
114,广东元宁复方锌铁钙颗粒
115,仁和药业盐酸克林霉素胶囊
116,华润双鹤药业托吡卡胺滴眼液
117,酒泉大得利心律宁片
118,达希纳
119,普华克胜利巴韦林滴眼液
120,新百药业骨肽片
121,白云山何济公复方硫酸新霉素
122,螺内酯胶囊
123,山西太原维生素B1片
124,山东华鲁酒石酸美托洛尔胶囊
125,重庆迪康长江肌苷注射液
126,金耀药业酮洛芬凝胶
127,陕西步长制药荣发胶囊
128,琦宁醋酸氟轻松冰片乳膏
129,云南白药云南白药酊
130,贝复舒
131,醋酸氢化可的松滴眼液
132,唐山利康尿素维E乳膏
133,金耀药业氧化锌软膏
134,中狮血府逐瘀片
135,天龙药业复方吡拉西坦脑蛋白
136,濮阳汇元地塞米松磷酸钠注射
137,黄山天目补中益气丸
138,庆余堂注射用头孢唑肟钠
139,江西杏林白马乐孕宁颗粒
140,城市药业溴丙胺太林片
141,安替
142,扬州制药薄芝糖肽注射液
143,遂成药业过氧化氢溶液
144,海正辉瑞制药注射用放线菌素
145,上海新亚注射用硫代硫酸钠
146,容生地塞米松磷酸钠注射液
147,鹏鹞药业炉甘石洗剂
148,四川升和替加氟注射液
149,成都锦华诺氟沙星胶囊
150,锦华药业土霉素片
151,太行药业脑血康片
152,山东仙河夏枯草颗粒
153,重庆科瑞利巴韦林片
154,吉林银诺克百合固金丸
155,冯了性知柏地黄丸
156,吉特药业抗骨增生片
157,吉林福康复方鱼腥草片
158,巴中普瑞马来酸氨氯地平片
159,类克
160,纽兰药业雪梨膏
161,四平吉特人工牛黄甲硝唑胶囊
162,阿莫西林胶囊
163,大红鹰药业西沙必利片
164,山西新星制药芦丁片
165,西安万隆制药乌龙散
166,紫逗维A酸乳膏
167,上海宝龙安庆十香丸
168,本天药业依托红霉素颗粒
169,四川升和双氯芬酸钠滴眼液
170,吉林银诺克九味健肾胶囊
171,欧珂药业食道平散
172,坝上五子衍宗丸
173,成都药业磷酸氯喹片
174,白云山肌苷片
175,万特力
176,锦华药业盐酸小檗碱片
177,博科药业排毒清脂片
178,青峰温胃舒泡腾片
179,哈药总厂硼酸软膏
180,南昌济生双橘颗粒
181,辰欣药业马来酸噻吗洛尔滴眼
182,以岭药业阿奇霉素片
183,莱恩药业莪术油注射液
184,百岁行唐草片
185,誉隆亚东药业抑亢丸
186,绿汀诺
187,湖北广济碳酸氢钠注射液
188,北京双鹤药业注射用绒促性素
189,春堂消癌平片
190,久铭舒心宁片
191,太洋药业马来酸氯苯那敏片
192,哈药总厂泼尼松龙片
193,澳舒
194,雪立丁夏枯草颗粒
195,杭州民生甘油氯化钠注射液
196,特一复方磺胺甲噁唑片
197,尚瑞和药业消癌平片
198,森科制药夏枯草片
199,根本白蚁巢胶囊
200,江苏必康转化糖注射液
201,西安远大德天药业接骨续筋片
202,上海雷允上茴香橘核丸
203,江苏鹏鹞复合维生素B片
204,葫芦娃药业肠炎宁颗粒
205,康乐果肾炎四味胶囊
206,双鲸药业鱼肝油乳
207,贝众捷双氯芬酸钠缓释胶囊
208,湖北康正林可霉素利多卡因凝
209,齐都药业小儿复方氨基酸注射
210,安捷星
211,朝晖先比卡鲁胺片
212,沈阳一药吡拉西坦片
213,成都一药注射用青霉素钠
214,海神联盛苦参碱氯化钠注射液
215,康缘药业吡拉西坦注射液
216,江苏神华云芝肝泰胶囊
217,澜泰药业小儿生血糖浆
218,嘉林盐酸胺碘酮片
219,扬州星斗吡拉西坦片
220,迪诺制药丁苯羟酸乳膏
221,士强
222,上海东海维生素AE胶丸
223,德尔特酒石酸美托洛尔片
224,金世制药维生素B2片
225,湖北潜江双氯芬酸钠滴眼液
226,内蒙古惠丰小儿感冒颗粒
227,江西品信小儿肠胃康颗粒
228,伟哥甲磺酸酚妥拉明分散片
229,信谊天平维生素C片
230,天天明制药氧氟沙星滴眼液
231,四川依科石淋通颗粒
232,浙江圣博康双氯芬酸钠滴眼液
233,西藏神猴药业秘诀清凉散
234,重庆科瑞螺内酯胶囊
235,脑蛋白水解物注射液
236,长春长红双氯芬酸钠肠溶片
237,广西南宁百会维U铝镁双层片
238,沈阳东新硬脂酸红霉素片
239,湖北百科亨迪多维元素片
240,吉林显锋科技马来酸氯苯那敏
241,声诺维
242,山高制药倍他胡萝卜素咀嚼片
243,同达药业盐酸左氧氟沙星胶囊
244,邦民制药烟酰胺注射液
245,天池制药宁心宝胶囊
246,陕西君碧莎前列安通胶囊
247,陕西博森酒石酸美托洛尔注射
248,迪维佳多维铁口服溶液
249,江苏恒新药业眼氨肽注射液
250,迪赛生物葛根素注射液
251,吉林集安益盛鸦胆子油口服乳
252,惠州中药清热散结片
253,多多药业复方甘草酸单铵注射
254,新亚高邮复方当归注射液
255,大峻药业除脂生发片
256,七星山药业麝香接骨胶囊
257,上海卫生材料厂关节止痛膏
258,万禾制药硫辛酸胶囊
259,四川科伦盐酸赖氨酸葡萄糖注
260,美大康佳乐甘露醇注射液
261,泰邦生物破伤风人免疫球蛋白
262,王老吉广东凉茶颗粒
263,瑞尔医药转移因子口服溶液
264,石药欧意盐酸左氧氟沙星片
265,黄河药业阿替洛尔片
266,丹东医创氨甲环酸注射液
267,DELPHARMLILLE
268,江苏华阳复方甲苯咪唑片
269,旭东海普硫酸镁注射液
270,阿房宫药业三七伤药片
271,怀化正好阿胶益寿口服液
272,海斯维
273,江苏亚邦爱普森复方芦丁片
274,千柏鼻炎片
275,亚宝药业甲硝唑片
276,河南中杰布洛芬片
277,蒙耀通关前列安通胶囊
278,恩华药业氯氮平片
279,华润顺峰药业维生素B6软膏
280,广东一力消炎利胆片
281,丽科乐
282,国药致君制药注射用头孢他啶
283,浙江得恩德制药氧氟沙星片
284,中洲血宁胶囊
285,云南曲靖清肺抑火片
286,广东一片天消炎利胆片
287,紫鑫药业二妙丸
288,云河药业龙血竭胶囊
289,成都青山利康妥布霉素地塞米
290,山西万辉益视颗粒
291,川大华西胰岛素注射液
292,鼎泰水杨酸苯酚贴膏
293,华鲁酚磺乙胺氯化钠注射液
294,燕京药业别嘌醇片
295,双龙药业肾炎四味胶囊
296,北京燕京乙酰唑胺片
297,长春银诺克尿塞通片
298,山东明仁福瑞达颈痛胶囊
299,浙江诚意药业盐酸氨基葡萄糖
300,河北巨龙药业盐酸金刚烷胺片
301,上海生物制品静注人免疫球蛋
302,广济药业阿苯达唑片
303,成都利尔转移因子注射液
304,健都药业麝香接骨胶囊
305,哈药总厂红霉素肠溶胶囊
306,立复汀
307,天方药业乙酰螺旋霉素片
308,兖州生宝眼氨肽注射液
309,大同卫华甲氧氯普胺片
310,中山市恒生药业银黄胶囊
311,白云山明兴清开灵注射液
312,通坦康
313,辽宁格林生物药业集团乙酰唑
314,海南制药一厂盐酸胺碘酮片
315,上海新华联达那唑胶囊
316,甘肃扶正甘油氯化钠注射液
317,恒安药业丙酸氟替卡松乳膏
318,武汉人福醋酸奥曲肽注射液
319,天津亚宝利胆排石片
320,上海通用黄体酮注射液
321,南岳生物制药人血白蛋白
322,永正制药阿仑膦酸钠片
323,浙江亚太注射用头孢噻肟钠
324,伯基
325,钧安制药葡萄糖酸锌片
326,新亚高邮乙酰谷酰胺注射液
327,冯了性梁财信跌打丸
328,山东华信制药替硝唑氯化钠注
329,凯京小金丸
330,通尔畅荡石片
331,祺笑化瘀祛斑胶囊
332,汾河制药马来酸氯苯那敏片
333,齐都药业硫辛酸胶囊
334,特一盐酸多西环素片
335,茂祥制药强力康颗粒
336,青岛双鲸维生素AD滴剂
337,衡山药业盐酸金刚烷胺片
338,北京双吉法可林滴眼液
339,龙菲刻百癣夏塔热片
340,鹿灵葵花药业碘糖丸
341,山东新华吡拉西坦注射液
342,吉林敖东大连孕康颗粒
343,广誉远牛黄清心丸
344,湖南康都黄体酮注射液
345,惠诺药业蹄甲多肽片
346,开博通卡托普利片
347,盛翔制药金刚藤口服液
348,古田药业地塞米松磷酸钠注射
349,管城制药头孢氨苄甲氧苄啶胶
350,九明制药黄柏胶囊
351,华太药业萘普生片
352,黑龙江天龙药业五妙水仙膏
353,九泰药业醋酸氯己定痔疮栓
354,天津飞鹰玉川药业地巴唑片
355,吉林集安益盛呋塞米注射液
356,太原药业芦丁片
357,雷氏萆薢分清丸
358,广西灵峰小儿喜食片
359,安普洛
360,东北制药氢氯噻嗪片
361,江苏平光依托红霉素片
362,石家庄御生堂五子衍宗丸
363,石药集团注射用头孢哌酮钠舒
364,南岳生物制药破伤风人免疫球
365,鹿王制药利心丸
366,一品红尿清舒颗粒
367,白云山和黄中药丹红化瘀口服
368,新峰药业磺胺甲噁唑片
369,石家庄康力复方氢氧化铝片
370,葫芦娃注射用单磷酸阿糖腺苷
371,金珠雅砻十六味马蔺子丸
372,山东宏济堂制药金鸣片
373,山东新华去痛片
374,山西立业制药茶新那敏片
375,北海阳光药业藻酸双酯钠片
376,山西云鹏制药谷维素片
377,达因药业甘草锌颗粒
378,葵花宝宝小儿乳酸菌素片
379,杭州民生药业高三尖杉酯碱注
380,内蒙古康源药业阿法骨化醇胶
381,河北健宁甲紫溶液
382,北京亚东通脉颗粒
383,荣昌制药肛泰栓
384,海南通用康力注射用酒石酸美
385,齐鲁制药盐酸丁咯地尔片
386,康源堂甲硝唑葡萄糖注射液
387,山东明人福瑞达水杨酸苯酚贴
388,海南斯达注射用头孢噻肟钠
389,陕西京西碳酸氢钠注射液
390,信谊醋酸可的松片
391,衡山药业口服补液盐散
392,哈药三精蛇胆川贝液
393,山东希力复方牛胎肝提取物片
394,补达秀
395,珠海联邦阿莫西林舒巴坦匹酯
396,邦力复方樟脑乳膏
397,益民堂制药根痛平胶囊
398,济民可信药业抗宫炎片
399,长春海外制药转移因子口服溶
400,艾泽
401,华润双鹤药业别嘌醇片
402,常州康普氨甲环酸注射液
403,北京同仁堂肥儿丸
404,施比灵止痒消炎水
405,科达得龙
406,沈阳绿洲鸦胆子油口服乳液
407,邕江药业复方赖氨酸颗粒
408,葵花药业阿莫西林颗粒
409,河北凯诺茴香橘核丸
410,仁和堂药业琥乙红霉素片
411,中一白蚀丸
412,丽珠利民桂利嗪片
413,吉春制药阑尾消炎片
414,通化万通氟尿嘧啶口服乳
415,国润制药氢化可的松注射液
416,康正药业克霉唑溶液
417,麒麟牌健脾补血颗粒
418,益安回生口服液
419,华中药业去痛片
420,成都天台山盐酸纳洛酮注射液
421,丽珠集团注射用普罗瑞林
422,陕西东科仙蟾片
423,林宝药业归芍活血胶囊
424,利君沙
425,山西仟源医药注射用磷霉素钠
426,乐敦康
427,力生制药复合维生素B片
428,奥麦伦
429,浙北药业阿昔洛韦片
430,中新达仁堂跌打丸
431,力生双嘧达莫片
432,得必泰
433,宝庆丙戊酸镁片
434,沈阳绿洲盐酸奥布卡因凝胶
435,河北天成羧甲司坦片
436,敖东延吉贞芪扶正颗粒
437,益阳灵丹桃红清血丸
438,康博士制药丙硫氧嘧啶片
439,双君虎驹乙肝胶囊
440,南京新百复方骨肽注射液
441,浙江仙琚甲硫酸新斯的明注射
442,濮阳仲亿小儿泻止散
443,成纪生物乙酰唑胺片
444,科伦药业氟康唑片
445,北京同仁堂牛黄清胃丸
446,中盛海天盐酸赖氨酸葡萄糖注
447,显锋科技盐酸林可霉素胶囊
448,南通王氏保赤丸
449,神威参麦注射液
450,东北制药维生素C片
451,张恒春药业保和丸
452,冠信肠多糖片
453,仙琚黄体酮注射液
454,白云山光华硬脂酸红霉素片
455,山西津华晖星卡托普利片
456,五0五蒲地蓝消炎片
457,万花山百癣夏塔热片
458,国润制药维生素B1片
459,山西远景康业曲匹布通片
460,陕西东泰翁沥通胶囊
461,畅迪
462,森澳欣
463,复方芦丁片
464,鲁抗赛特格列吡嗪片
465,西安必康甘露聚糖肽口服溶液
466,亨瑞达制药醋酸泼尼松片
467,湖北中佳吡诺克辛钠滴眼液
468,天目药业归脾丸
469,吉林英联生物胸腺肽注射液
470,长春长生基因注射用重组人干
471,长红制药双氯芬酸钠肠溶片
472,辉南辉发保胎灵
473,济南利民硝苯地平缓释片
474,甘肃金羚通脉颗粒
475,河南辅仁怀庆堂注射用单磷酸
476,浙江亚太盐酸普罗帕酮片
477,天津宏仁堂紫雪
478,同济堂
479,重庆迪康长江苦参碱氯化钠注
480,桂林南药盐酸左旋咪唑片
481,成都药业醋酸泼尼松片
482,临汾宝珠维生素B1片
483,广州欧化对乙酰氨基酚片
484,安阳中智关节止痛膏
485,华润双鹤药业复方杜仲健骨颗
486,梓橦宫清凉油
487,拜耳先灵葆雅吸入用伊洛前列
488,杭州国光药业眼氨肽注射液
489,古田药业腺苷钴胺片
490,第一生化乙酰谷酰胺注射液
491,吉林黄栀花三七活血丸
492,上海信谊盐酸胺碘酮胶囊
493,通脉颗粒
494,华颐七厘胶囊
495,爽朗注射用硝卡芥
496,江苏润阳盐酸氨溴索葡萄糖注
497,三金三金片
498,cspc盐酸雷尼替丁胶囊
499,老山云芝胞内糖肽胶囊
500,江苏苏中花藤子颗粒
501,北京协和药厂注射用盐酸吉西
502,奥络
503,神水藏药十八味欧曲丸
504,一正药业抗骨增生片
505,大连药业孕康颗粒
506,雅抒
507,康和盐酸普罗帕酮片
508,立华制药舒筋活血片
509,顺峰鱼石脂软膏
510,润泽紫花药业紫花烧伤膏
511,鞍山九天曲咪新乳膏
512,广西梧州注射用去水卫矛醇
513,可济药业三磷酸腺苷二钠注射
514,河南润弘肾上腺色腙注射液
515,裕松源药业利巴韦林注射液
516,恒久远药业利巴韦林片
517,安徽联谊三磷酸腺苷二钠注射
518,东信药业对乙酰氨基酚栓
519,海正药业通络生骨胶囊
520,通化振霖蛋氨酸重酒石酸胆碱
521,海外制药金甲排石胶囊
522,安国药业水牛角浓缩粉
523,通化茂祥氟尿嘧啶注射液
524,西安利君红霉素肠溶胶囊
525,利君制药维生素C咀嚼片
526,湘江药业曲匹布通片
527,石药控股集团河北唐威药业龙
528,仁和堂泮托拉唑钠肠溶胶囊
529,柏赛罗注射用头孢他啶
530,普康药业头孢氨苄胶囊
531,山东鲁抗诺氟沙星片
532,深圳万乐注射用盐酸吡柔比星
533,吉尔吉药业复方胆通胶囊
534,云鹏制药氢氯噻嗪片
535,博利康尼
536,青阳别嘌醇片
537,海王金象中药多糖蛋白片
538,湖北荷普注射用甲硝唑磷酸二
539,红石药业乳宁片
540,黑龙江百泰盐酸吗啉胍片
541,普德药业注射用盐酸甲氯芬酯
542,广州柏赛罗注射用头孢噻肟钠
543,福达制药三磷酸腺苷二钠注射
544,诺维诺制药醋酸奥曲肽注射液
545,诺仕帕
546,蓉成制药血尿胶囊
547,百善为民肾石通颗粒
548,爱普森药业复方芦丁片
549,三才石岐阿莫西林胶囊
550,江苏天士力帝益卡托普利片
551,西乐葆
552,吉春制药肾石通颗粒
553,白云山汤阴东泰诺氟沙星胶囊
554,一新制药强肝糖浆
555,天津太河注射用盐酸平阳霉素
556,江苏亚邦强生头孢氨苄胶囊
557,上海衡山青霉素V钾胶囊
558,诺捷康前列舒乐胶囊
559,广东彼迪阿奇霉素分散片
560,飞云岭药业甲硝唑片
561,康缘桂枝茯苓胶囊
562,西南药业维生素B2注射液
563,广州王老吉广东凉茶颗粒
564,华中药业吡拉西坦片
565,天津中央药业阿替洛尔片
566,西南药业盐酸可乐定滴丸
567,福建新武夷制药软脉灵口服液
568,济南三九益民胞磷胆碱钠氯化
569,辽宁东方人痔速宁片
570,德巴金
571,天津亚宝地巴唑片
572,杭州易舒特牛磺酸滴眼液
573,长生基因药业注射用重组人干
574,圣妥盐酸二甲双胍肠溶片
575,陕西华西抗栓胶囊
576,吉林吉春通脉颗粒
577,海南皇隆氟康唑分散片
578,益宝疗聚甲酚磺醛栓
579,江苏祥瑞妥布霉素滴眼液
580,台城制药四环素片
581,汇宇制药注射用甲氨蝶呤
582,芜湖康奇呋塞米注射液
583,药大鸦胆子油乳注射液
584,正大制药乳康片
585,古田药业四环素片
586,欧乃影
587,维康清畅肿节风分散片
588,通塞脉片
589,德众
590,甘露八味秦皮丸
591,中央药业盐酸维拉帕米片
592,爱美津酒石酸美托洛尔片
593,福建汇天磺胺嘧啶片
594,通化惠康注射用降纤酶
595,谓葆猴头菌提取物颗粒
596,江西制药三维葡磷钙咀嚼片
597,海南卓泰制药盐酸利托君片
598,开浦兰
599,济川药业硫酸链霉素注射液
600,力克菲蒺对氨基水杨酸异烟肼
601,石家庄协和阿司匹林肠溶片
602,广东华南硝苯地平片
603,奥复星
604,湖南金健乳酸钠林格注射液
605,安生静灵口服液
606,华润紫竹药业复方樟柳碱注射
607,长春精优肌氨肽苷注射液
608,广西万寿堂健肝灵胶囊
609,阿斯特拉爱尔兰他克莫司缓释
610,汉森制药丙硫氧嘧啶片
611,复旦复华盐酸赛庚啶片
612,国帝药业聚甲酚磺醛栓
613,东新药业宁心宝胶囊
614,南京正大天晴甘油果糖氯化钠
615,双成博维
616,安必君氨苄西林胶囊
617,信谊马来酸氯苯那敏片
618,内蒙古库伦石膏二十五味散
619,盖笛欣
620,誉隆亚东药业复方吡拉西坦脑
621,江西铜鼓仁和强肝糖浆
622,广州康和醋酸泼尼松片
623,江苏豪森药业甲磺酸伊马替尼
624,曼普特
625,恒新药业硫酸软骨素滴眼液
626,辰欣药业盐酸左氧氟沙星注射
627,伏可抗酮洛芬肠溶胶囊
628,圣大药业头孢氨苄甲氧苄啶片
629,成都药业四环素片
630,西其汀
631,湖南千金湘江蒙脱石散
632,万年青制药消炎利胆片
633,蜂王牌再造生血片
634,凤凰白云山药业金刚藤口服液
635,贵阳新天药业夏枯草口服液
636,金陵制药盐酸阿普林定片
637,三益克霉唑乳膏
638,渤海哈西奈德溶液
639,英联生物胸腺肽注射液
640,中联盐酸米诺环素胶囊
641,颐海药业大黄蛰虫丸
642,甲磺酸阿米三嗪萝巴新片
643,哈尔滨三精艾富西盐酸氨溴索
644,浙江众益制药股份门冬氨酸钾
645,北京同仁堂药酒骨刺消痛液
646,江西银涛过氧化氢溶液
647,沈阳圣元双氯芬酸钠滴眼液
648,安徽墨药八宝五胆药墨
649,江苏鹏鹞苯磺酸氨氯地平片
650,大连华立金港碳酸氢钠注射液
651,力菲维A酸乳膏
652,辰欣药业注射用卡铂
653,宝珠制药维生素B6片
654,派立明
655,亚宝药业双嘧达莫片
656,得恩德制药雷公藤多苷片
657,江西南昌肥儿糖浆
658,双泉小儿七星茶颗粒
659,华北制药氟尿嘧啶口服乳
660,科伦药业金刚藤软胶囊
661,黑龙江济仁药业冠脉康片
662,天津力生制药溴丙胺太林片
663,广东恒健醋酸曲安奈德乳膏
664,河南福森盐酸雷尼替丁胶囊
665,白云山和黄中药健脾补血片
666,北京同仁堂科技通脉口服液
667,锦州九泰葡萄糖氯化钠注射液
668,通化茂祥益肾灵颗粒
669,信谊天平利福平胶囊
670,华北制药注射用腺苷钴胺
671,白云山制药总厂独一味片
672,辽宁成大人用狂犬病疫苗
673,丰禾贝诺酯片
674,江西诚志永丰蛇胆川贝液
675,红药集团通窍鼻炎片
676,欧爽
677,太平阿昔洛韦乳膏
678,天水岐黄保和丸
679,路林
680,广州香雪肌苷口服溶液
681,新疆华世丹甘露醇注射液
682,可力
683,只楚药业地塞米松磷酸钠注射
684,中央药业维生素E软胶囊
685,湖北诺得胜肝复康丸
686,万胜生精片
687,依托红霉素片
688,北海国发珍珠层粉
689,京西药业利巴韦林注射液
690,石家庄宇惠氯雷他定胶囊
691,东宝五药抑亢丸
692,锦州九泰注射用顺铂
693,同仁堂复方羊角颗粒
694,京丰制药单硝酸异山梨酯片
695,吉林敖东延吉盐酸纳洛酮注射
696,澜泰药业柳氮磺吡啶栓
697,西南药业盐酸苯海拉明注射液
698,正大丰海盐酸多西环素片
699,广州白云山光华达那唑胶囊
700,江波制药抗骨髓炎片
701,长春银诺克消癌平片
702,三木制药灵仙跌打片
703,济南利民盐酸左氧氟沙星注射
704,中兴汉方磺胺甲噁唑片
705,达维邦
706,管城制药注射用头孢唑肟钠
707,同仁堂活血止痛散
708,白云山何济公法可林滴眼液
709,华南牌盐酸左旋咪唑片
710,山东圣鲁盐酸消旋山莨菪碱注
711,济南利民吡拉西坦注射液
712,博诚制药卡马西平片
713,长春银诺克止痢宁片
714,尤尼隆
715,南京长澳普卢利沙星片
716,星斗药业尼群地平片
717,湖北东信聚维酮碘栓
718,武汉爱民制药氨甲环酸注射液
719,圣喜枸橼酸钾颗粒
720,白云山天心注射用替卡西林钠
721,香连药业肾石通颗粒
722,天津力生制药异烟肼片
723,修正头孢氨苄甲氧苄啶胶囊
724,立健药业头孢呋辛酯颗粒
725,华拓天涯苦参碱氯化钠注射液
726,速通祛瘀散结胶囊
727,利群药业盐酸左旋咪唑片
728,瑞阳制药阿莫西林克拉维酸钾
729,悦康药业银杏叶提取物注射液
730,湖南亚大制药硫酸锌片
731,万邦医药胰岛素注射液
732,晋城海斯注射用甲硫氨酸维B
733,华润紫竹吡喹酮片
734,安庆药业归脾丸
735,常州康普醋酸地塞米松片
736,华南药业己烯雌酚片
737,华龙注射用胸腺五肽
738,中佳药业地塞米松磷酸钠注射
739,永和制药右旋糖酐40葡萄糖
740,三元痛血康胶囊
741,河北武罗药业乳酸依沙吖啶溶
742,山东方明甲硝唑凝胶
743,沈阳福宁盐酸安非他酮缓释片
744,海灵注射用头孢噻肟钠
745,万年青制药妇炎平胶囊
746,浙江康恩贝盐酸氨溴索注射液
747,晶珠藏药六味壮骨颗粒
748,益适纯
749,乌洛托品溶液
750,贵州绿太阳日晒防治膏
751,欧菲甲硝唑呋喃唑酮栓
752,斯达制药注射用头孢曲松钠
753,雄巴拉曲神水十一味金色丸
754,临汾健民苯妥英钠片
755,民济药业生三七散
756,米芙
757,御本堂药业大枫子油
758,药都樟树归脾丸
759,华津制药注射用阿洛西林钠
760,南昌制药康尔心胶囊
761,安徽双鹤乳酸左氧氟沙星氯化
762,兰沙
763,天强制药降糖宁胶囊
764,新达罗
765,浙江佐力注射用硝普钠
766,潍坊制药注射用阿洛西林钠
767,永光制药硝酸毛果芸香碱滴眼
768,东芝堂盐酸吗啉胍片
769,马应龙药业对乙酰氨基酚栓
770,云南无敌无敌药酒
771,广西仁德千福夏桑菊颗粒
772,黑龙江天辰药业克林霉素磷酸
773,傲宁
774,正大丰海盐酸托莫西汀胶囊
775,固邦阿仑膦酸钠肠溶片
776,大亚制药消炎利胆片
777,武汉人福注射用腺苷钴胺
778,成都蓉生人血白蛋白
779,金爵复方石韦胶囊
780,青岛金峰盐酸氨溴索葡萄糖注
781,南国盐酸左旋咪唑片
782,云丰宁心宝胶囊
783,陕西康惠骨刺胶囊
784,安效紫杉醇注射液
785,西安利君盐酸金刚烷胺颗粒
786,千金药业妇科千金片
787,川抗环孢素口服溶液
788,滇虹昆明山海棠片
789,华润顺峰药业曲咪新乳膏
790,百多邦莫匹罗星软膏
791,江苏鹏鹞复方甘草酸单铵S氯
792,世贸天阶盐酸维拉帕米片
793,康普药业阿莫西林颗粒
794,天奇中蒙制药龙胆泻肝丸
795,陕西康惠熊胆痔疮膏
796,福州海王福药地塞米松磷酸钠
797,三鹤药业黄柏胶囊
798,北京赛升眼氨肽注射液
799,言昌
800,郑州福瑞堂轻身减肥胶囊
801,东新蒲公英颗粒
802,上海信谊盐酸普罗帕酮注射液
803,吉林健今羚羊清肺散
804,辽宁天龙益肝灵片
805,江西广信人工牛黄甲硝唑胶囊
806,山东蓝汀可溶性纤维素钠贴膏
807,九惠毛冬青胶囊
808,江苏联环盐酸多西环素片
809,辰欣药业肝素钠注射液
810,赛升药业肌氨肽苷注射液
811,广东嘉博盐酸罗哌卡因注射液
812,天奇中蒙制药茴香橘核丸
813,奇林药业维生素C片
814,泽众制药维C银翘片
815,浙江瑞邦药业环孢素软胶囊
816,益欣雪
817,容生制药地塞米松磷酸钠注射
818,广州白云山和记黄埔中药加味
819,山东泰邦狂犬病人免疫球蛋白
820,云阳盐酸可乐定片
821,远策欣
822,上海上药信谊药厂肾上腺色腙
823,长春长红人工牛黄甲硝唑胶囊
824,威尔曼制药注射用鲑鱼降钙素
